gene	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
GRIK2	4	7	21	17	81	76	36	29
MB21D1	71	62	63	38	59	87	55	70
FABP7	11	3	3	1	3	1	13	4
TLX3	0	0	0	0	0	0	0	0
TXLNB	303	119	179	66	381	155	213	218
CITED2	3250	8240	4740	7770	3715	9828	4079	16520
FAM26D	0	0	0	0	0	1	0	0
T	0	0	0	0	0	0	0	0
CREBRF	1435	1535	1304	1278	1538	1555	1224	2074
DCBLD1	753	554	871	312	1143	867	598	401
SFXN1	713	607	787	421	930	1357	654	603
SAMD3	22	10	18	4	18	9	19	4
TMEM200A	1213	471	1265	326	1163	691	1217	436
IL22RA2	0	0	0	0	0	0	0	0
DACT2	0	0	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0
STXBP5	1123	1302	1194	847	1189	1588	947	1464
HIST1H2AA	0	0	0	0	0	0	0	0
IL31RA	161	50	68	22	46	25	20	7
ANKRD55	7	2	8	2	8	9	5	3
RAET1E	9	2	24	12	8	3	11	3
PI16	21	3	379	55	23	11	256	130
TBX20	0	0	0	0	0	0	0	0
DAGLB	295	333	382	292	315	501	249	358
KIAA0895	53	28	63	19	34	31	64	43
STK17A	1595	1042	1320	380	1721	1498	912	549
TRA2A	771	621	1137	467	1094	1173	643	478
FAM183B	0	0	0	1	0	1	0	1
GALNT10	2501	2637	3544	2768	2963	5190	2378	3479
SAP30L	1690	1745	1666	1319	1499	1905	1588	1977
RPS14	10843	10356	10200	5272	10783	12837	7443	7642
HCN1	0	0	1	0	0	0	0	0
MYOZ3	10	4	21	4	16	14	18	14
COG5	962	630	1094	562	1109	1302	935	776
NEUROD6	0	0	0	0	0	0	0	0
C7orf60	406	304	458	315	444	722	334	445
GPR85	48	30	35	15	60	24	33	29
SLU7	1150	1078	1414	950	1477	1745	1075	1406
RP9	122	100	214	89	206	158	179	124
PTTG1	98	105	92	43	123	95	84	92
CAMLG	1100	991	1117	720	1119	1138	1001	1184
FBXL21	0	0	0	0	0	1	1	0
BMPER	675	305	822	115	1461	666	604	175
RELL2	30	32	27	10	30	40	21	18
SMAD5-AS1	1	0	1	2	1	1	0	2
KCNK5	0	0	0	0	0	0	0	1
KIF6	41	37	28	17	22	21	5	7
ZNF12	648	568	811	457	819	1065	642	663
SLC29A4	141	76	99	25	73	59	105	52
C7orf62	0	0	0	0	0	0	0	0
STEAP1	915	2359	1084	2088	1017	3855	1126	2798
CDCA7L	324	241	388	167	434	502	383	313
SP8	0	0	0	0	0	0	0	0
MIOS	252	290	277	168	309	441	222	294
KIAA1324L	90	49	134	82	58	65	164	151
USP49	305	193	295	156	326	296	286	244
INTS4L1	106	73	55	53	76	95	68	60
SYTL3	80	40	117	47	62	83	74	75
IQUB	39	40	60	29	13	18	44	57
HEY1	0	1	2	0	2	2	2	1
ZNF704	177	106	269	230	34	79	216	457
FABP5	21	37	20	11	19	30	23	20
SHH	0	0	0	0	0	0	0	0
TAGAP	3	2	4	0	4	0	1	0
COL1A2	240256	138718	262721	127208	253434	227499	246258	178471
FNDC1	408	162	559	215	258	259	651	428
CHMP4C	0	0	0	0	0	0	0	0
SLC13A4	57	63	58	26	80	104	46	44
PGAM2	0	0	0	0	0	0	0	0
BRI3	1688	1563	1944	1508	1771	2700	1615	2018
LMTK2	281	226	417	236	413	612	338	394
SLC35G3	0	0	0	0	0	0	0	0
CTSB	23569	25468	28811	19107	43255	52657	18623	22067
SOX17	0	0	0	0	0	0	0	0
SEPT7P5	0	0	0	0	0	0	0	0
DLC1	3500	2857	4589	2293	4714	7091	3039	3245
ADCY1	1506	347	275	14	137	37	475	56
C8orf48	63	54	79	25	52	57	42	34
SUN3	1	1	0	0	4	1	0	0
C7orf57	1	0	1	0	0	0	1	1
HNF4G	0	0	0	0	0	0	0	0
PEX2	758	609	858	590	893	1086	739	770
RAD21	2398	2836	2274	2201	2567	3351	1999	3378
SLC30A8	0	0	0	0	0	0	0	0
MED30	121	114	106	83	85	141	89	133
TNFRSF11B	7255	1742	17013	2945	13144	8958	11618	2723
SBSPON	9	9	14	11	20	13	21	14
PHKG1	40	17	38	11	39	39	24	14
EN2	1	0	0	0	0	0	0	1
KCNV1	0	0	0	0	0	0	0	0
CSMD3	0	1	0	0	0	1	0	0
ORC5	242	195	272	193	304	325	221	261
DEFA5	0	2	0	0	0	0	0	0
HEATR2	560	456	651	300	781	857	444	458
DEFA4	0	0	0	0	0	0	0	0
DEFA6	0	0	0	0	0	0	0	0
OSGIN2	318	325	428	297	549	533	276	332
DEFB1	0	1	0	0	0	0	0	0
SUN1	2619	2410	3544	2258	2731	3764	3126	4042
OXR1	898	644	1001	560	981	1043	985	875
TMEM74	2	2	3	1	1	1	0	0
FAM86FP	81	32	96	35	74	101	97	82
GPR146	7	3	9	2	6	29	5	10
GPER1	114	64	179	58	127	88	104	71
UNCX	0	0	0	0	0	0	0	0
TMEM184A	5	3	6	2	6	13	4	8
NOS3	1	1	4	1	5	4	0	0
SPAG11B	0	0	0	0	0	0	0	0
MICALL2	1012	832	1305	451	1069	1045	714	720
CA3	0	1	0	0	0	0	0	0
INTS1	2596	1938	2449	1205	2924	3655	1957	1995
CDK5	208	223	200	143	247	254	146	159
SLC4A2	1527	1585	1562	975	1514	2281	1292	1641
SLC7A13	0	0	0	0	0	0	0	0
FASTK	1340	1130	1352	676	1161	1603	981	982
TMUB1	387	377	408	216	412	457	341	330
C7orf55	4	6	5	1	4	9	3	5
GBX1	0	1	0	1	0	0	0	0
PHAX	1035	895	1062	682	1288	1471	931	926
ALDH7A1	927	911	1434	995	1075	1295	916	1048
FOXK1	920	831	1009	541	880	1280	727	878
COX6C	1303	1127	1358	819	1691	1799	1066	1047
OSR2	5940	4499	6376	1753	6607	3838	5673	3254
YWHAZ	10117	9751	11255	7495	12155	15927	8014	8325
BAALC	38	11	78	17	155	87	85	29
FZD6	630	942	1012	1377	1502	3342	896	1722
CTHRC1	800	974	1101	1534	3485	10140	1363	2125
SLC25A32	328	523	387	450	346	793	346	530
DCAF13	523	523	471	355	675	1047	432	518
DCSTAMP	0	0	0	0	0	0	0	0
TP53INP1	2483	1550	2234	1281	2566	2180	1979	1772
INTS8	654	476	603	378	718	744	512	504
KIAA1429	1744	1375	1813	1136	1856	2146	1537	1602
FREM1	7	9	3	13	1	1	10	9
GEM	1927	1726	1916	1964	1571	2433	1567	2765
PDP1	1225	907	1016	654	880	895	977	1096
TMEM67	223	147	290	139	253	299	234	206
KIAA0196	1979	1532	2134	1187	2301	2678	1942	1741
RPP25L	190	142	222	105	202	222	131	156
FAM219A	440	378	460	240	472	529	385	357
C9orf24	1	4	6	1	1	4	5	3
SNAPC3	803	721	1097	511	1171	1365	643	695
KIAA1161	24	17	20	15	22	29	29	27
NUDT2	304	296	314	171	293	308	309	364
TMEM65	409	340	353	200	607	544	341	324
PSIP1	1642	1065	2113	959	2012	1569	1801	1303
CCDC171	105	66	92	42	99	56	102	63
UBAP1	1055	1037	1350	797	1493	1561	962	1078
DIRAS2	25	2	21	9	17	7	10	5
SYK	0	0	0	0	0	0	0	0
NIPSNAP3B	25	9	25	16	24	20	34	25
ABCA1	5601	5304	8659	5618	11019	11406	8191	10122
NFIL3	935	2479	987	1049	1194	2256	724	1837
LETM2	71	87	81	37	74	105	59	72
METTL2B	314	278	426	243	360	434	328	325
PRKACG	0	0	0	0	0	0	0	0
FXN	83	80	117	53	114	128	82	57
ZMAT4	0	0	0	0	0	0	0	0
NKX6-3	0	0	0	0	0	0	0	0
TMEM71	7	7	15	3	16	25	6	6
PRSS37	1	0	1	0	1	0	0	0
CPA6	33	11	70	25	55	49	43	30
C8orf34	67	51	221	127	56	136	99	56
TMC1	0	1	8	4	4	7	1	3
ALDH1A1	485	281	1258	556	86	55	878	634
KDM1B	697	448	740	408	747	889	644	592
HGSNAT	2708	2301	3394	2059	4433	4843	2422	2393
RASEF	58	20	32	5	112	36	29	3
GKAP1	22	26	34	12	43	37	41	23
KIF27	85	64	103	47	113	118	174	174
C9orf64	335	317	398	254	381	534	295	333
HNRNPK	8847	8156	8163	5715	9391	12687	6951	7562
SSMEM1	1	0	1	0	0	0	0	0
RP11-213G2.3	40	32	47	20	42	49	44	16
SVEP1	39210	43119	66081	51882	36234	91749	51271	88100
ANKS6	806	799	834	418	786	1035	748	659
FBP1	2	0	0	2	0	0	0	0
TMEM246	249	218	312	223	409	686	388	565
ZHX1	1201	891	1390	648	1497	1208	1221	1109
CXorf22	0	0	0	0	0	0	0	0
DYNLT3	1016	923	1340	915	1877	2041	1022	1245
MID1IP1	1085	895	1109	467	954	818	652	891
C9orf84	4	0	2	1	5	6	1	2
CXorf58	1	2	0	0	0	0	0	0
KIAA1958	83	67	73	30	94	95	62	78
PTCHD1	0	0	0	1	0	0	1	0
RNF183	0	0	1	0	1	1	2	3
ASB11	0	0	0	0	0	0	0	0
PCDH19	3	5	13	4	7	3	8	5
PIGA	107	146	165	147	88	286	97	190
FIGF	177	127	455	140	213	164	219	69
OR1Q1	10	1	0	0	9	10	8	4
OR1K1	0	0	2	0	1	0	0	0
STRBP	126	72	151	108	122	164	111	101
GAPVD1	983	966	1093	707	1236	1494	796	1000
C9orf89	316	329	298	160	338	401	219	293
WNK2	0	1	0	0	0	0	0	0
ZNF367	22	46	30	51	22	45	34	76
NLGN4Y	750	456	786	398	875	861	10	9
HDX	83	85	75	62	87	108	73	58
NDUFB6	415	365	366	279	344	481	311	311
AQP7	2	1	7	0	12	7	20	1
NOL6	614	527	678	318	1073	1296	631	518
AQP3	118	30	215	9	267	38	424	47
TRMT10B	154	150	230	118	229	269	211	196
VCP	6089	5287	6801	3872	6745	8662	4969	4901
PIGO	309	231	423	193	400	462	293	256
STOML2	1017	1095	1116	640	1066	1421	841	967
BRWD3	478	353	510	266	581	674	439	452
SLITRK5	4	3	2	0	0	1	1	0
MELK	177	163	162	126	155	202	126	169
ARMC3	0	0	0	0	0	0	0	0
OTUD1	207	170	175	149	176	225	155	230
ARHGAP12	1431	1350	1513	1090	1647	1810	1353	1755
FAT3	24	16	27	5	36	23	25	20
CCDC67	0	0	0	0	0	0	0	0
HECTD2	582	567	803	331	755	780	680	494
SLC7A3	1	1	9	17	3	2	2	2
FBXO33	349	357	409	276	351	424	298	409
GPR101	0	0	0	0	0	0	0	0
CLDN2	2	3	4	1	1	5	3	2
LRFN5	7	7	3	0	1	1	26	20
LRRC18	34	56	46	42	12	41	12	22
SPTSSA	2912	2970	1501	631	2324	1828	1174	1149
WRN	325	287	327	216	352	497	361	335
TSHR	1	2	0	1	0	0	2	2
CFL2	1934	1938	2338	1606	2260	2670	1966	2145
SUGT1	975	889	958	580	1059	1205	727	740
GTF2A1	1033	761	1148	670	1222	1362	852	909
ZCCHC24	6264	5339	6963	4002	5985	6699	5228	6332
PGM2L1	309	239	342	172	664	554	249	195
PHYHIPL	0	2	0	1	0	0	0	2
SLC16A9	5	7	3	0	2	1	4	6
FOLR2	0	0	0	0	0	0	0	0
INPPL1	2460	2584	2572	1435	3164	3697	1989	2310
PHOX2A	0	0	0	0	0	0	0	0
MBL2	0	0	0	0	0	0	0	0
GJB2	0	0	0	0	0	1	1	0
CRYL1	426	278	449	251	425	391	413	390
REEP3	1597	1553	2233	1845	2070	3476	1364	1776
HEPACAM	0	0	2	0	0	1	0	0
SKA3	16	12	10	10	8	8	10	15
MICU2	732	661	824	520	895	957	630	541
C11orf82	18	17	16	3	20	25	13	19
PCF11	738	776	788	559	985	1039	671	818
PKNOX2	20	2	31	7	21	6	34	5
RPL10L	0	0	0	0	0	0	0	0
LRR1	90	78	111	81	122	136	115	113
RPL36AL	1745	1527	2313	1204	2396	2593	1659	1618
DNAAF2	201	167	191	148	224	282	163	182
C10orf10	9293	16866	11348	25012	7969	25629	9809	34231
MAGEC3	6	5	3	1	5	6	2	3
C10orf25	47	45	83	56	102	113	51	44
ZNF22	158	151	214	213	204	300	135	197
KLHDC2	1227	1306	1438	1184	1277	1626	1060	1513
EML5	127	92	112	87	144	117	116	106
NEMF	968	962	1209	743	1350	1779	939	1036
RPUSD4	419	391	418	260	491	545	353	413
ARF6	922	1122	1076	671	1088	1774	671	862
TTC8	752	481	989	363	1065	857	858	571
TMEM63C	0	0	0	0	0	0	0	0
NGB	0	0	0	0	0	0	0	0
NOXRED1	11	2	16	6	18	14	16	13
CDX2	0	1	0	0	0	0	0	0
AMER2	0	0	0	0	0	0	0	0
AKR1E2	19	24	37	12	33	44	24	12
KBTBD6	319	250	337	179	367	443	271	251
OTX2	0	0	0	0	0	0	0	0
FAAH2	7	0	2	3	3	7	3	0
DRGX	0	0	0	0	1	0	0	0
NUDT5	983	989	1124	579	1485	1463	819	744
DACT1	429	603	574	330	497	539	545	636
OXGR1	0	0	1	0	0	0	0	0
UCMA	0	0	0	0	0	0	0	0
BEND7	180	117	185	111	186	207	207	257
ATP5C1	1253	1233	1446	834	1484	1957	1094	1195
PRPF18	79	72	95	50	99	125	72	72
TAF3	298	235	402	186	419	452	301	268
VSTM4	1510	2299	2384	1927	1878	3525	1618	2432
VDAC2	1977	2433	2145	1817	1960	2969	1480	2444
SOHLH1	0	0	0	0	0	0	0	0
COMTD1	54	106	59	58	40	118	56	105
SLC18A2	74	104	108	123	130	167	108	132
PDZD8	780	718	971	716	1122	1443	888	1094
ZNF503	1124	1200	958	449	978	1135	1131	803
DACH1	13	3	1	0	7	0	1	0
FAM175B	385	389	531	351	499	666	357	409
FAM204A	717	469	682	395	739	813	623	534
NSD1	1347	1027	1850	872	1929	2026	1299	1246
PRDX3	1918	1932	1928	1437	2097	2831	1521	1726
ENOX2	245	381	388	305	365	577	241	346
GHITM	2317	2168	2724	1772	2725	3196	2038	2035
CLEC1B	0	1	0	0	0	0	0	0
SNAPC4	326	252	350	146	366	373	290	282
TMEM52B	0	0	5	2	4	5	2	2
PMPCA	712	699	763	453	820	1157	596	663
SDCCAG3	507	508	473	313	544	843	447	495
FRMD7	4	1	0	0	0	0	3	0
AK8	15	17	25	17	16	19	23	26
C9orf9	150	96	201	104	191	189	138	126
TSC1	1545	1236	1964	1189	1874	2320	1380	1499
GFI1B	0	0	0	0	0	0	0	0
HPRT1	247	246	303	159	308	483	217	221
LOH12CR1	180	93	257	120	229	236	201	166
FAM69B	9	4	9	4	7	14	12	15
ZMYND19	227	191	228	145	251	275	187	204
STOX1	1	9	1	1	1	5	0	4
RET	17	9	10	2	13	10	17	10
DDX21	1002	1266	1147	924	1469	2692	918	1192
BMS1	863	810	1167	660	1192	1430	799	782
STK32C	137	109	106	77	161	194	112	104
KIAA1462	3859	4191	5344	2800	4196	6227	2894	3581
OR4K2	0	0	0	0	0	0	0	0
TMEM55B	568	548	497	355	559	691	429	541
METTL17	375	337	390	207	384	352	285	283
SLC39A2	1	1	1	0	0	0	2	0
NDRG2	59	66	43	41	45	54	62	75
RNASE7	1	0	2	0	1	0	1	1
ARHGEF40	2910	1491	2655	641	3457	2490	2291	1188
NSMF	1077	1881	1228	1258	1285	2586	1077	2489
ZNF219	764	607	611	249	435	564	492	493
C12orf50	0	1	0	0	1	1	0	0
CASP7	539	388	435	258	508	482	562	519
PPP1R36	8	6	18	5	14	32	11	7
BTNL9	0	0	0	0	0	0	1	2
C10orf118	506	332	569	296	521	624	527	437
VWA2	8	2	12	0	2	4	8	3
METTL3	640	683	671	425	712	980	477	642
SALL2	447	276	510	144	540	341	376	212
PRAP1	2	0	0	1	1	0	2	1
TRUB1	454	287	431	239	426	442	335	347
FAM194B	4	2	3	0	0	6	0	3
CYP2C19	0	0	0	0	0	0	0	0
ZFYVE1	1100	998	1149	825	1159	1254	1024	1222
FRAT1	83	76	71	41	78	64	52	54
UBTD1	425	399	403	208	476	479	360	392
ANKRD2	3	6	18	19	8	3	19	24
E2F7	62	30	50	9	85	34	57	11
ARHGAP42	153	92	167	27	241	71	115	51
ISCA2	188	196	206	142	157	250	136	184
OTOGL	12	22	12	47	7	30	18	56
GYLTL1B	0	0	0	0	0	1	0	0
PACSIN3	615	419	605	310	622	548	474	443
TTC7B	401	342	480	266	526	498	372	405
SLC39A13	2442	3068	2874	2188	2530	5917	2392	3573
PSMC3	1367	1395	1632	1018	1588	2273	1162	1342
RAPSN	2	2	3	1	2	0	0	2
AGBL2	33	31	50	18	37	41	36	45
TC2N	23	34	35	62	19	34	7	23
CPSF2	1408	1187	1680	995	1806	2175	1229	1244
SMCO2	1	2	1	0	1	2	2	1
MOAP1	301	296	321	266	356	509	290	422
IFI27L1	172	174	165	113	224	223	166	178
IFI27	53	30	81	32	31	15	76	64
SERPINA12	0	0	0	0	0	0	0	0
CLMN	24	25	22	11	6	16	8	15
PDZRN4	2	0	9	3	2	0	1	1
SLC6A5	0	0	0	0	0	0	0	0
CCDC38	4	1	2	2	1	1	8	2
NELL1	0	1	0	0	0	0	0	0
PTER	158	149	167	124	168	290	178	171
C1QL3	17	15	11	13	14	10	7	3
CACNB2	80	731	147	821	68	715	96	986
ARL5B	453	317	411	227	583	573	396	334
SMCO4	53	31	36	13	39	54	31	25
KIAA1731	312	253	353	218	422	422	318	359
KCNC2	0	0	0	0	0	0	0	0
TRIM51HP	0	4	0	0	0	0	0	0
TAF1D	894	840	1021	641	1074	1418	825	1059
TRIM53BP	0	3	0	0	0	0	0	0
ABTB2	254	245	302	216	178	226	232	311
R3HCC1L	327	308	387	291	471	635	344	403
AMOTL1	1822	1272	2209	1093	2297	3916	2047	1824
HTRA1	2518	2025	3051	1481	4795	5066	2570	2409
LIPC	27	15	46	15	58	39	34	20
CEP57	950	650	979	465	1132	1016	833	761
TCP11L2	348	222	291	186	379	391	229	308
PASD1	0	0	0	0	0	0	0	0
SPRED1	1009	916	1037	948	1200	1798	1100	1380
TMCO5A	0	0	0	0	0	0	0	0
GPR176	4208	2984	4504	2152	6761	7544	3535	3218
JAM3	1990	1482	2154	1419	1762	2576	1698	1905
IL25	0	0	0	0	0	0	0	0
CMTM5	1	1	0	1	1	1	3	1
hsa-mir-7162	0	0	0	0	0	0	0	1
GLB1L3	0	0	0	0	0	0	0	0
ADAMTS15	1050	2021	1746	1138	1343	1202	1016	1937
SVOP	0	0	0	0	0	0	0	0
SPATA19	0	0	0	0	0	0	0	0
GPT2	363	228	385	133	466	430	375	229
AMN	2	0	0	1	1	4	1	0
RAB8B	2936	2695	2566	1668	2945	2992	2151	2712
IKBIP	1390	1223	1325	762	1386	2224	930	954
RPUSD2	125	106	130	67	136	154	100	119
HIF1AN	1804	1578	2092	1150	2074	2618	1371	1438
ZFYVE19	434	320	371	212	450	488	297	287
PPP1R14D	0	0	0	0	0	0	0	0
SPINT1	0	1	4	2	1	3	0	2
FBN1	54534	60069	87030	38765	79738	86151	58292	64247
AVPR1A	0	0	0	0	7	7	0	0
C16orf78	0	0	0	0	0	0	0	0
DEPDC4	18	8	15	9	6	9	12	13
TPTE	0	2	0	1	0	0	1	1
LRTM2	1	0	0	0	0	0	0	0
BRD7	842	766	1131	664	1319	1381	847	865
CKB	337	527	578	454	302	571	265	661
TRMT61A	336	363	353	220	340	563	296	399
BTRC	524	367	636	326	719	703	497	426
POLL	391	305	484	285	403	451	355	353
BAG5	664	683	728	478	702	970	577	732
DPCD	257	177	305	115	321	289	205	138
LARP6	1284	1024	1629	668	1459	1134	1133	881
API5	1675	1472	1746	1124	1805	2339	1498	1431
ASPG	0	0	0	0	0	0	0	0
ZNF319	264	226	258	134	301	334	233	286
HPS6	352	447	379	292	296	564	311	419
SENP8	38	26	49	25	46	52	45	27
NOLC1	1061	1035	1129	672	1301	1919	894	926
ALKBH3	193	187	294	177	278	372	189	248
COPS2	1752	1432	2093	1114	2387	2432	1652	1641
GABRB3	140	118	45	25	14	6	108	98
SPIC	0	1	0	0	0	0	0	0
TBATA	0	0	1	0	0	0	0	0
SGPL1	737	593	900	548	1077	1201	667	681
FRS2	1226	861	1221	727	1440	1477	1174	1153
CCT2	1625	1700	1593	960	2004	2630	1277	1380
PCBD1	487	378	632	322	466	543	446	454
ARIH1	1517	1381	1884	1118	2146	2433	1565	1565
C16orf71	10	9	13	3	13	16	12	13
CLMP	3539	2773	3814	1474	5640	4972	3503	3315
SCN3B	7	2	6	1	7	3	4	3
COX11	593	906	550	859	597	920	421	1165
ZNF202	133	134	179	86	177	244	137	143
FAM227B	64	34	55	32	55	41	56	31
STXBP4	309	329	307	415	333	458	233	618
CYYR1	6	1	4	1	0	0	0	1
CUL5	734	642	903	563	916	1210	746	745
MYRFL	0	0	0	0	0	0	0	0
WBP1L	1843	2373	2616	2365	2217	3968	1739	3412
C10orf32	286	291	375	227	292	354	222	263
PLEKHF1	589	826	534	443	381	485	391	748
TMEM100	34	64	22	48	25	32	11	54
ANAPC16	807	839	956	655	857	1157	639	727
SMPD1	3501	2709	3984	2243	4582	4388	3348	3386
APBB1	1373	1405	1709	1068	1679	2087	1195	1523
SYNPO2L	3	5	4	5	5	4	2	8
NUDT13	85	52	72	36	56	39	43	38
C11orf65	6	4	22	7	29	10	12	6
TRIM44	1354	1154	1823	961	1996	2675	1526	1492
CCDC182	0	0	0	0	0	0	0	0
ILK	24	20	32	16	18	48	20	15
TAF10	902	728	1068	510	1002	1148	683	655
TPP1	6647	4159	6944	3651	7594	7273	5213	4551
DCHS1	2356	1127	2889	934	2122	1702	1915	1399
NETO1	22	10	1	1	181	151	15	9
MSS51	32	24	40	37	55	73	35	34
CYB5A	793	1208	1023	791	914	1569	602	939
USP54	254	230	327	102	343	218	210	156
RAG1	29	18	45	25	33	39	26	25
POTED	0	0	0	0	0	0	0	0
C11orf74	227	178	323	166	264	251	183	153
WDR88	10	4	22	9	8	9	11	6
OR10A5	0	0	0	0	0	0	0	0
OR2D2	0	0	0	0	0	0	0	0
PPFIBP2	402	432	566	422	425	667	403	663
MOGAT2	0	0	0	0	0	0	0	0
CYB5R2	205	258	237	172	187	307	172	233
SERPINB7	6	4	7	3	3	11	3	1
SERPINB8	293	342	274	247	319	595	252	459
TUB	758	512	805	327	944	913	865	632
RIC3	0	1	2	1	0	3	0	1
LMO1	1	1	0	0	1	0	0	0
OR5P1P	0	0	0	0	0	0	0	0
IDH3A	227	225	251	154	289	400	211	277
WDR72	0	0	0	0	0	0	0	0
CRABP1	0	2	0	0	0	0	0	0
PLD4	4	3	6	2	3	2	5	2
ZMAT1	84	41	133	64	32	42	115	109
XRRA1	191	88	439	146	188	148	276	227
TRIM66	215	177	369	181	309	305	219	167
RNF169	696	421	630	297	673	737	673	516
RPL27A	13532	12892	16233	7825	15841	16472	10066	9586
ST5	1468	1317	2176	1295	2298	3278	1411	1612
CDYL2	133	167	141	136	84	115	56	134
PRTG	61	24	105	18	143	112	40	27
CENPN	67	77	64	49	60	92	46	57
AKIP1	458	497	681	381	648	708	435	479
ATMIN	1614	1301	2164	1075	2120	2023	1569	1384
C16orf46	7	5	18	2	11	14	18	2
TMEM41B	473	356	556	375	534	699	365	439
PKD1L2	214	126	376	69	183	54	147	43
LEO1	371	330	492	226	510	585	363	300
ZNF143	256	238	234	177	332	408	235	257
TMX3	2198	1673	2574	1421	2582	2598	2082	1770
MFAP4	37379	15636	39798	11806	40589	22546	31881	19133
WEE1	1813	2217	2853	2805	1952	4282	3122	3961
MAPK7	822	1449	724	765	935	1573	616	1175
FAM86GP	67	38	110	38	109	130	56	30
PRKCB	3	1	0	0	0	0	0	0
HDGFRP3	989	785	1093	651	1446	1329	837	883
NDST2	3	2	9	2	3	7	3	3
MCM7	993	636	866	445	782	647	826	761
CLEC3A	0	0	0	0	0	0	0	0
CCDC68	43	73	51	104	63	90	144	417
CLEC4E	0	0	0	0	0	0	0	0
ZNF3	499	296	555	229	588	478	469	287
CLEC4D	0	0	0	0	0	0	0	0
ZSCAN21	92	69	91	59	123	113	92	98
HSBP1P2	0	0	0	0	0	0	0	0
RIMKLB	722	500	995	477	956	948	760	631
A2ML1	0	0	2	0	3	5	2	0
BEAN1	2	1	4	0	1	2	2	1
TK2	869	857	1036	769	962	1106	803	937
TMED3	1414	1174	1893	902	1931	2196	1303	1235
SLC38A8	0	0	0	0	0	0	0	0
SEC11C	111	83	84	39	95	130	67	54
CPLX4	1	0	0	0	0	0	1	0
GALR1	0	0	0	0	0	0	0	0
TMEM135	378	301	423	261	390	439	333	328
IQCD	20	13	40	14	35	41	31	38
NDEL1	1181	1417	1441	953	1599	2323	1056	1485
CENPV	69	48	87	36	109	114	60	54
CDH16	0	0	0	1	0	0	0	0
RRAD	157	42	250	56	118	54	145	50
FAM96B	667	647	763	421	745	1117	545	652
WDR16	2	3	4	5	2	10	6	2
HSP90B1	19101	13545	23510	9380	19368	31529	13334	10395
MC4R	0	0	0	0	0	0	0	0
BLCAP	1147	1185	1270	713	1699	1999	1083	1154
SERPINB12	0	0	0	0	0	1	0	0
CHRFAM7A	29	20	32	26	1	1	10	7
ATF7IP2	20	19	13	4	11	7	15	23
MMP10	12	0	4	1	25	6	16	1
TVP23A	9	4	5	1	3	1	2	2
NGFRAP1	2408	2871	2988	2304	3455	5248	2207	2807
TMPRSS5	1	2	3	0	2	5	4	2
COG1	588	506	707	373	697	818	496	492
PLEKHA7	2	5	5	2	8	6	6	7
OR5M13P	0	0	0	0	0	0	0	0
ZNF606	160	124	243	119	257	237	153	134
B2M	24661	19834	33025	19446	34754	35039	25850	23869
ZNF592	856	869	973	566	1056	1234	739	936
CASC4	2182	1877	3425	2005	3060	3603	2467	2791
HTR3A	0	0	0	0	0	0	0	0
NNMT	2595	12158	3652	7564	3879	17335	1779	10730
ACSM1	0	0	0	0	0	0	0	0
AP1G1	2024	1900	2306	1677	2398	3314	1689	1975
AGBL1	0	0	0	0	0	0	0	0
SLFN5	5450	4278	6097	3200	6551	6500	3709	3904
CATSPER2	21	7	36	6	10	4	30	8
STRCP1	2	5	2	2	6	4	6	3
ZNF667-AS1	195	175	338	195	222	266	207	180
C16orf45	1016	1310	1182	999	916	1509	1037	1531
KIAA0430	2151	1294	2292	1235	2445	2306	1651	1787
SAA3P	0	0	0	0	0	0	0	0
SAAL1	125	100	135	62	165	151	94	71
YPEL4	268	85	230	60	170	77	167	87
PPIB	2622	2275	2475	1364	2522	3586	1923	1761
LDHC	1	0	1	0	18	20	9	13
FAM96A	343	348	344	256	458	590	352	332
LDHAL6A	2	4	10	1	10	6	3	6
FAM111A	804	623	957	567	842	1067	917	853
KIAA0101	16	18	12	7	15	14	14	10
KIF7	298	292	235	120	315	377	237	242
LDHD	7	7	8	8	5	18	3	16
PLIN1	4	3	1	2	10	3	2	8
PEX11A	155	127	138	102	204	214	135	146
TMEM170A	170	122	172	114	152	198	130	168
MESP1	2	2	1	2	3	2	5	5
ANPEP	2926	6013	2775	3608	2940	5607	2810	6357
SCNN1G	0	0	0	0	0	0	0	0
RBPMS2	42	22	25	16	48	47	27	16
NAV2	3304	1911	2953	1383	2412	2767	3293	3385
ANKDD1A	334	320	607	344	586	555	562	485
GLYATL1	7	1	5	0	10	7	6	2
C18orf54	108	78	110	44	113	91	113	89
DCTN5	1224	1090	1565	821	1412	1732	939	951
TERF2IP	1070	909	1432	716	1556	1468	984	893
PLK1	50	44	49	25	41	49	46	26
CLPX	893	855	912	669	1021	1284	693	830
GPR182	1	0	1	0	0	0	0	1
ZBTB39	237	177	227	95	222	241	173	160
CACNG2	0	0	0	0	0	0	0	0
TAC3	11	7	9	5	22	13	7	3
MYO1A	0	1	1	0	0	1	0	1
CHP2	0	0	0	0	0	0	0	0
TMEM194A	628	452	558	401	697	660	603	628
OR4D6	0	0	0	0	0	0	0	0
NAB2	1304	1086	1104	624	1314	1700	917	983
VPS39	2910	2510	3193	2025	3186	4091	2457	2795
STAT6	6307	6821	6398	3826	7310	9957	5257	6165
